target,bin_label,omni_var,mean_rho,median_rho,n_scenarios,perc_sig
sif_740nm,Cold,kp_mean_lag24,-0.029836009877423398,-0.0378628186881542,3,66.66666666666666
sif_740nm,Cold,kp_mean_lag27,-0.028003398949901198,-0.0276975315064191,3,0.0
sif_740nm,Cold,kp_mean_lag3,-0.023518933604160932,-0.0380704067647457,3,66.66666666666666
sif_740nm,Cold,kp_mean_lag30,-0.017127310236295032,-0.0404588282108306,3,66.66666666666666
sif_740nm,Cold,kp_mean_lag33,-0.027737105265259732,-0.0435298345983028,3,66.66666666666666
sif_740nm,Cold,kp_mean_lag36,-0.036086073145270264,-0.0427704490721225,3,66.66666666666666
sif_740nm,Cold,kp_mean_lag39,0.0024301630134384,-0.0086022168397903,3,0.0
sif_740nm,Cold,kp_mean_lag42,0.0112361611099913,0.0166627205908298,3,0.0
sif_740nm,Cold,kp_mean_lag45,0.0134215275757014,0.0171096045523881,3,0.0
sif_740nm,Cold,kp_mean_lag48,0.021780701509366434,0.0361108630895614,3,66.66666666666666
sif_740nm,Cold,kp_mean_lag51,0.031147994178657736,0.0481745414435863,3,66.66666666666666
sif_740nm,Cold,kp_mean_lag54,0.026001232365767134,0.0544535480439662,3,66.66666666666666
sif_740nm,Cold,kp_mean_lag57,0.0231631634136041,0.0532264523208141,3,66.66666666666666
sif_740nm,Cold,kp_mean_lag6,-0.02723207386831443,-0.0475669652223587,3,66.66666666666666
sif_740nm,Cold,kp_mean_lag60,0.038186357201387466,0.0581567212939262,3,66.66666666666666
sif_740nm,Cold,kp_mean_lag63,0.04738927687867544,0.0697012469172477,3,66.66666666666666
sif_740nm,Cold,kp_mean_lag66,0.05163139962436009,0.0756893008947372,3,66.66666666666666
sif_740nm,Cold,kp_mean_lag69,0.043000275890032434,0.0883414298295974,3,100.0
sif_740nm,Cold,kp_mean_lag72,0.05668737087398767,0.0858003720641136,3,66.66666666666666
sif_740nm,Cold,kp_mean_lag75,0.056849393062293536,0.0872349739074707,3,66.66666666666666
sif_740nm,Cold,kp_mean_lag78,0.059257712215185165,0.1078969091176986,3,66.66666666666666
sif_740nm,Cold,kp_mean_lag81,0.0729167181998491,0.1164575293660163,3,66.66666666666666
sif_740nm,Cold,kp_mean_lag84,0.07130200043320653,0.1188808903098106,3,66.66666666666666
sif_740nm,Cold,kp_mean_lag87,0.06004671876629194,0.1126264706254005,3,100.0
sif_740nm,Cold,kp_mean_lag9,-0.024241599564750967,-0.0457693040370941,3,66.66666666666666
sif_740nm,Cold,kp_mean_lag90,0.0843425920854012,0.1276417076587677,3,66.66666666666666
sif_740nm,Cold,kp_mean_ma1,-0.019736814002195933,-0.0214132480323314,3,0.0
sif_740nm,Cold,kp_mean_ma10,-0.03518570649127163,-0.0636902898550033,3,66.66666666666666
sif_740nm,Cold,kp_mean_ma11,-0.0383193790912628,-0.06804970651865,3,66.66666666666666
sif_740nm,Cold,kp_mean_ma12,-0.039589831605553634,-0.0702899023890495,3,66.66666666666666
sif_740nm,Cold,kp_mean_ma13,-0.042960895225405665,-0.0742112621665,3,66.66666666666666
sif_740nm,Cold,kp_mean_ma14,-0.045123971998691566,-0.0763116404414177,3,66.66666666666666
sif_740nm,Cold,kp_mean_ma15,-0.0456221879770358,-0.0766157209873199,3,66.66666666666666
sif_740nm,Cold,kp_mean_ma16,-0.04568878933787343,-0.0755924209952354,3,66.66666666666666
sif_740nm,Cold,kp_mean_ma17,-0.04581743292510506,-0.0739940404891967,3,66.66666666666666
sif_740nm,Cold,kp_mean_ma18,-0.04782511852681637,-0.0746800974011421,3,66.66666666666666
sif_740nm,Cold,kp_mean_ma19,-0.046977928839623935,-0.0732136145234108,3,66.66666666666666
sif_740nm,Cold,kp_mean_ma2,-0.0179154568662246,-0.0250007975846529,3,0.0
sif_740nm,Cold,kp_mean_ma20,-0.047145950297514595,-0.0722254291176796,3,66.66666666666666
sif_740nm,Cold,kp_mean_ma21,-0.046804097791512796,-0.0726195573806762,3,66.66666666666666
sif_740nm,Cold,kp_mean_ma22,-0.04707466065883634,-0.0731819570064544,3,66.66666666666666
sif_740nm,Cold,kp_mean_ma23,-0.0477323547626535,-0.0735161080956459,3,66.66666666666666
sif_740nm,Cold,kp_mean_ma24,-0.0472694747149944,-0.0726268142461776,3,66.66666666666666
sif_740nm,Cold,kp_mean_ma25,-0.0467078266665339,-0.0717902481555938,3,66.66666666666666
sif_740nm,Cold,kp_mean_ma26,-0.0464946289236347,-0.0714174136519432,3,66.66666666666666
sif_740nm,Cold,kp_mean_ma27,-0.04725114985679583,-0.0715230554342269,3,66.66666666666666
sif_740nm,Cold,kp_mean_ma28,-0.0471029720890025,-0.0715878307819366,3,66.66666666666666
sif_740nm,Cold,kp_mean_ma3,-0.018703688401728865,-0.0302267726510763,3,0.0
sif_740nm,Cold,kp_mean_ma30,-0.046488639898598166,-0.0723509117960929,3,66.66666666666666
sif_740nm,Cold,kp_mean_ma4,-0.023917559340285735,-0.0366094447672367,3,66.66666666666666
sif_740nm,Cold,kp_mean_ma40,-0.0478446699368457,-0.0737190172076225,3,66.66666666666666
sif_740nm,Cold,kp_mean_ma5,-0.026760905903453633,-0.0410625860095024,3,66.66666666666666
sif_740nm,Cold,kp_mean_ma50,-0.028916679167499137,-0.0455295965075492,3,66.66666666666666
sif_740nm,Cold,kp_mean_ma6,-0.028402093487481267,-0.0461888127028942,3,66.66666666666666
sif_740nm,Cold,kp_mean_ma60,-0.013023925285475933,-0.0197516847401857,3,0.0
sif_740nm,Cold,kp_mean_ma7,-0.030181597607831134,-0.0507660694420337,3,66.66666666666666
sif_740nm,Cold,kp_mean_ma75,0.009989763144403667,0.0155275054275989,3,0.0
sif_740nm,Cold,kp_mean_ma8,-0.03264506192257003,-0.0544642768800258,3,66.66666666666666
sif_740nm,Cold,kp_mean_ma9,-0.03267696872353554,-0.058712288737297,3,66.66666666666666
sif_740nm,Cold,kp_mean_ma90,0.0313080723086993,0.0519120395183563,3,66.66666666666666
sif_740nm,Cold,par_ma1,-0.1528107325236002,-0.1782981008291244,3,100.0
sif_740nm,Cold,par_ma10,-0.11277259513735767,-0.1283806562423706,3,66.66666666666666
sif_740nm,Cold,par_ma11,-0.10736509164174392,-0.1212256178259849,3,66.66666666666666
sif_740nm,Cold,par_ma12,-0.10333823785185807,-0.1147488206624984,3,66.66666666666666
sif_740nm,Cold,par_ma13,-0.09878586232662197,-0.1091086566448211,3,66.66666666666666
sif_740nm,Cold,par_ma14,-0.0956207364797592,-0.1033491417765617,3,66.66666666666666
sif_740nm,Cold,par_ma15,-0.09149035687247907,-0.0977137610316276,3,66.66666666666666
sif_740nm,Cold,par_ma16,-0.08817185461521147,-0.0924888327717781,3,100.0
sif_740nm,Cold,par_ma17,-0.08473229408264156,-0.0873247310519218,3,100.0
sif_740nm,Cold,par_ma18,-0.08066927144924797,-0.0818286538124084,3,100.0
sif_740nm,Cold,par_ma19,-0.0773256992300351,-0.0767580941319465,3,100.0
sif_740nm,Cold,par_ma2,-0.14630155016978577,-0.1745512634515762,3,100.0
sif_740nm,Cold,par_ma20,-0.0741724918286005,-0.0716715231537818,3,100.0
sif_740nm,Cold,par_ma21,-0.07086318607131634,-0.0668972581624984,3,100.0
sif_740nm,Cold,par_ma22,-0.0678425108393033,-0.0622798278927803,3,100.0
sif_740nm,Cold,par_ma23,-0.06480677550037696,-0.0576647147536277,3,100.0
sif_740nm,Cold,par_ma24,-0.06136151899894077,-0.0529934950172901,3,100.0
sif_740nm,Cold,par_ma25,-0.05847494304180143,-0.0520612820982933,3,100.0
sif_740nm,Cold,par_ma26,-0.05588731293876963,-0.053192563354969,3,100.0
sif_740nm,Cold,par_ma27,-0.05337768544753387,-0.0543712377548217,3,100.0
sif_740nm,Cold,par_ma28,-0.050688133885463005,-0.0540849789977073,3,100.0
sif_740nm,Cold,par_ma3,-0.14220976332823435,-0.1710695922374725,3,66.66666666666666
sif_740nm,Cold,par_ma30,-0.04499356324474013,-0.052429586648941,3,100.0
sif_740nm,Cold,par_ma4,-0.13631095737218854,-0.1648960709571838,3,66.66666666666666
sif_740nm,Cold,par_ma40,-0.019673812823990968,-0.0157626327127218,3,33.33333333333333
sif_740nm,Cold,par_ma5,-0.13365718598167098,-0.1594614684581756,3,66.66666666666666
sif_740nm,Cold,par_ma50,-0.0010036726792653679,0.00854267552495,3,33.33333333333333
sif_740nm,Cold,par_ma6,-0.13034954046209649,-0.1539319902658462,3,66.66666666666666
sif_740nm,Cold,par_ma60,0.011105086654424666,0.023515086621046,3,33.33333333333333
sif_740nm,Cold,par_ma7,-0.12523804977536196,-0.1470342427492141,3,66.66666666666666
sif_740nm,Cold,par_ma75,0.013668155297637001,0.0252340584993362,3,66.66666666666666
sif_740nm,Cold,par_ma8,-0.12163757657011347,-0.141115590929985,3,66.66666666666666
sif_740nm,Cold,par_ma9,-0.11765233675638831,-0.1347515136003494,3,66.66666666666666
sif_740nm,Cold,par_ma90,-0.000282091787084966,0.0029271959792822,3,0.0
sif_740nm,Cold,sii_max,-0.0394703115647037,-0.0530297011137008,3,66.66666666666666
sif_740nm,Cold,sii_max_diff,0.010961350907261101,0.0144694317132234,3,0.0
sif_740nm,Cold,sii_max_lag1,-0.04220954856524867,-0.0664232149720192,3,66.66666666666666
sif_740nm,Cold,sii_max_lag12,-0.0294592957943678,-0.0546057559549808,3,66.66666666666666
sif_740nm,Cold,sii_max_lag15,-0.0358234505789975,-0.0500821247696876,3,66.66666666666666
sif_740nm,Cold,sii_max_lag18,-0.03594107041135427,-0.0489346496760845,3,66.66666666666666
sif_740nm,Cold,sii_max_lag2,-0.03604428470134733,-0.0695519298315048,3,66.66666666666666
sif_740nm,Cold,sii_max_lag21,-0.045427341324587596,-0.0660338997840881,3,66.66666666666666
sif_740nm,Cold,sii_max_lag24,-0.030746323250544497,-0.0444124676287174,3,66.66666666666666
sif_740nm,Cold,sii_max_lag27,-0.0285331501315037,-0.0331361219286918,3,66.66666666666666
sif_740nm,Cold,sii_max_lag3,-0.03720588982105253,-0.0690311267971992,3,66.66666666666666
sif_740nm,Cold,sii_max_lag30,-0.012072253972291934,-0.036445714533329,3,66.66666666666666
sif_740nm,Cold,sii_max_lag33,-0.021743964947139233,-0.0327547565102577,3,66.66666666666666
sif_740nm,Cold,sii_max_lag36,-0.021548965014517266,-0.0374807603657245,3,66.66666666666666
sif_740nm,Cold,sii_max_lag39,0.016365078874514435,0.0001820755860535,3,33.33333333333333
sif_740nm,Cold,sii_max_lag42,0.0183048437659939,0.0268869623541831,3,0.0
sif_740nm,Cold,sii_max_lag45,0.0300631262362003,0.0410319939255714,3,66.66666666666666
sif_740nm,Cold,sii_max_lag48,0.041201872130235,0.0581951737403869,3,66.66666666666666
sif_740nm,Cold,sii_max_lag51,0.04652652082343894,0.0743335783481597,3,66.66666666666666
sif_740nm,Cold,sii_max_lag54,0.036886826157569864,0.0792384967207908,3,100.0
sif_740nm,Cold,sii_max_lag57,0.03560514499743777,0.0684406906366348,3,66.66666666666666
sif_740nm,Cold,sii_max_lag6,-0.043027897675832094,-0.065474584698677,3,66.66666666666666
sif_740nm,Cold,sii_max_lag60,0.05937805181990061,0.0847958475351333,3,66.66666666666666
sif_740nm,Cold,sii_max_lag63,0.07494156000514823,0.1164188832044601,3,66.66666666666666
sif_740nm,Cold,sii_max_lag66,0.07852149133880933,0.1298075467348098,3,66.66666666666666
sif_740nm,Cold,sii_max_lag69,0.07956616580486296,0.1423441022634506,3,100.0
sif_740nm,Cold,sii_max_lag72,0.09210566815454509,0.1352305114269256,3,66.66666666666666
sif_740nm,Cold,sii_max_lag75,0.0865852238299946,0.1299270838499069,3,66.66666666666666
